fontgroupsdataset\bsb10236564_14.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10150381_18.jpg,greek,,,,,
fontgroupsdataset\bsb11263644_18.jpg,greek,,,,,
fontgroupsdataset\bsb10994280_17.jpg,greek,,,,,
fontgroupsdataset\bsb11248013_18.jpg,greek,,,,,
fontgroupsdataset\bsb11199061_13.jpg,greek,other_font,,,,
fontgroupsdataset\bsb10650098_17.jpg,greek,,,,,
fontgroupsdataset\bsb11287503_11.jpg,greek,,,,,
fontgroupsdataset\bsb10170017_15.jpg,greek,,,,,
fontgroupsdataset\bsb10263652_17.jpg,greek,,,,,
fontgroupsdataset\bsb10169356_17.jpg,greek,,,,,
fontgroupsdataset\bsb10150258_18.jpg,greek,,,,,
fontgroupsdataset\bsb10215586_15.jpg,greek,,,,,
fontgroupsdataset\bsb10233654_14.jpg,greek,italic,antiqua,,,
fontgroupsdataset\bsb10197593_11.jpg,greek,not_a_font,antiqua,,,
fontgroupsdataset\bsb10169345_13.jpg,greek,,,,,
fontgroupsdataset\bsb10139401_18.jpg,greek,,,,,
fontgroupsdataset\bsb10150588_16.jpg,greek,,,,,
fontgroupsdataset\bsb10621725_17.jpg,greek,not_a_font,,,,
fontgroupsdataset\bsb10239193_12.jpg,greek,,,,,
fontgroupsdataset\bsb10139941_17.jpg,greek,,,,,
fontgroupsdataset\bsb10234188_17.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10150391_11.jpg,greek,,,,,
fontgroupsdataset\bsb10150924_11.jpg,greek,,,,,
fontgroupsdataset\bsb10139780_14.jpg,greek,,,,,
fontgroupsdataset\bsb10150940_12.jpg,greek,,,,,
fontgroupsdataset\bsb10207028_16.jpg,greek,italic,antiqua,other_font,,
fontgroupsdataset\bsb10141703_17.jpg,greek,,,,,
fontgroupsdataset\bsb10169827_18.jpg,greek,other_font,,,,
fontgroupsdataset\bsb10175253_14.jpg,greek,,,,,
fontgroupsdataset\bsb10147504_15.jpg,greek,,,,,
fontgroupsdataset\bsb10150378_10.jpg,greek,,,,,
fontgroupsdataset\bsb10236693_18.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10223918_15.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10150402_15.jpg,greek,,,,,
fontgroupsdataset\bsb10239504_12.jpg,greek,,,,,
fontgroupsdataset\bsb10621725_19.jpg,greek,,,,,
fontgroupsdataset\bsb10150852_11.jpg,greek,,,,,
fontgroupsdataset\bsb10197445_13.jpg,greek,other_font,,,,
fontgroupsdataset\bsb10205731_10.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10234260_16.jpg,greek,,,,,
fontgroupsdataset\bsb10139918_16.jpg,greek,,,,,
fontgroupsdataset\bsb10186026_12.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10198096_18.jpg,greek,,,,,
fontgroupsdataset\bsb10236677_18.jpg,greek,,,,,
fontgroupsdataset\bsb10621332_14.jpg,greek,,,,,
fontgroupsdataset\bsb10216547_18.jpg,greek,italic,not_a_font,antiqua,,
fontgroupsdataset\bsb10497670_18.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10147776_17.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10170776_10.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10170071_12.jpg,greek,,,,,
fontgroupsdataset\bsb10083953_19.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10234366_10.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10156768_12.jpg,greek,italic,not_a_font,antiqua,,
fontgroupsdataset\bsb10656663_17.jpg,greek,italic,not_a_font,,,
fontgroupsdataset\bsb10214930_17.jpg,greek,,,,,
fontgroupsdataset\bsb10150398_16.jpg,greek,,,,,
fontgroupsdataset\bsb10150398_13.jpg,greek,,,,,
fontgroupsdataset\bsb10235658_19.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10585180_16.jpg,greek,antiqua,,,,
fontgroupsdataset\bsb10169418_19.jpg,greek,,,,,
fontgroupsdataset\bsb10169418_10.jpg,greek,,,,,
fontgroupsdataset\bsb10151006_16.jpg,greek,,,,,
fontgroupsdataset\bsb10178571_12.jpg,greek,,,,,
fontgroupsdataset\bsb10169571_19.jpg,greek,,,,,
fontgroupsdataset\bsb10170244_13.jpg,greek,,,,,
fontgroupsdataset\bsb10233966_11.jpg,greek,not_a_font,,,,
fontgroupsdataset\bsb10169837_14.jpg,greek,,,,,
fontgroupsdataset\bsb10249801_15.jpg,greek,,,,,
fontgroupsdataset\bsb10150584_15.jpg,greek,,,,,
fontgroupsdataset\bsb10236011_15.jpg,greek,,,,,
fontgroupsdataset\bsb10169313_18.jpg,greek,not_a_font,,,,
fontgroupsdataset\bsb10169418_14.jpg,greek,,,,,
fontgroupsdataset\bsb00065290_11.jpg,greek,,,,,
fontgroupsdataset\bsb10994568_18.jpg,greek,,,,,
fontgroupsdataset\bsb11204206_13.jpg,greek,,,,,
fontgroupsdataset\bsb10170824_14.jpg,greek,,,,,
fontgroupsdataset\bsb11060652_16.jpg,greek,,,,,
fontgroupsdataset\bsb10170290_14.jpg,greek,,,,,
fontgroupsdataset\labelthon_WLB Stuttgart---lbzg---lt10---7010---images---00000005.jpg,greek,,,,,
fontgroupsdataset\bsb10234925_11.jpg,greek,,,,,
fontgroupsdataset\bsb10169585_16.jpg,greek,,,,,
fontgroupsdataset\bsb10170773_17.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_06180_UB_Heidelberg_k.jpg,greek,,,,,
fontgroupsdataset\griechisch_kursiv_Batch-ID_00679_WLB_Stuttgart_00000006.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_08388_UB_Heidelberg_00l.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_05611_UB_Heidelberg_0m.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_08386_UB_Heidelberg_00j.jpg,greek,,,,,
fontgroupsdataset\griechisch_kursiv_Batch-ID_05614_UB_Heidelberg_0p.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_08390_UB_Heidelberg_00n.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_05615_UB_Heidelberg_0q.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_08391_UB_Heidelberg_00o.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_05613_UB_Heidelberg_0o.jpg,greek,,,,,
fontgroupsdataset\griechisch_kursiv_Batch-ID_05617_UB_Heidelberg_0s.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_05612_UB_Heidelberg_0n.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_08389_UB_Heidelberg_00m.jpg,greek,,,,,
fontgroupsdataset\griechisch_kursiv_Batch-ID_07412_UB_Heidelberg_l.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_08393_UB_Heidelberg_00q.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_08387_UB_Heidelberg_00k.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Hamburg- Rebenlein- 1640- VD17 700474V.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Leipzig- Junius- 1791- VD18 11612738.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Dillingen- Sermodi- 1627- VD17 12630531K.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Goettingen- Woyke- 1701- VD18 90013689- Cut bottom part.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Helmstedt- Henning Mueller- 1670- VD17 7638880L.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Helmstedt- Rabe u Jakob- 1620- VD17 1060758H.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_000222_HAB_Wolfenbuettel_7-6-gram-1s_00038.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Wien- Ventotus- 1705- VD18 10670122.jpg,greek,,,,,
fontgroupsdataset\griechisch_Batch-ID_006283_HAB_Wolfenbuettel_675-helmst-dr-1s_00040.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Helmstedt- Fleckeisen- 1794- VD18 1531166X.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Leipzig- Voigt u Glueck- 1622- VD17 3308907A.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Duisburg- Helwing- 1791- VD18 11612657.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Berlin- Mylius- 1781- VD18 15311678.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Hildesheim- Hagemann u Ramm- 1659- VD17 23324882Y.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Danzig- Troschelius- 1795- VD18 11075481- Cut first line and bottom part.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Venedig- Aldus Manutius- 1499- GW 08435.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Augsburg- Michael Manger- 1595- VD16 J 554.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Breslau- Baumann u Gruender- 1661- VD17 7665894U.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Halle- Orphanotropheum- 1797- VD18 15329917.jpg,greek,,,,,
fontgroupsdataset\griechisch_Griechisch- Lemgo- Bibliopolio Meyeriano- 1794- VD18 11515457.jpg,greek,,,,,
fontgroupsdataset\bsb11229287_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10992035_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb10202657_12.jpg,rotunda,not_a_font,other_font,,,
fontgroupsdataset\bsb11191887_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10990946_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb10181965_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb11067985_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb10174664_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb10146421_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10943314_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10498141_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb10165453_15.jpg,rotunda,not_a_font,other_font,,,
fontgroupsdataset\bsb10813283_14.jpg,rotunda,,,,,
fontgroupsdataset\bsb10181845_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10202701_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb11010083_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb10943119_13.jpg,rotunda,antiqua,other_font,,,
fontgroupsdataset\bsb10813442_14.jpg,rotunda,,,,,
fontgroupsdataset\bsb10982542_12.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10813049_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb11191959_19.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10159905_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb10164918_17.jpg,rotunda,antiqua,,,,
fontgroupsdataset\bsb10165493_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb11201479_18.jpg,rotunda,antiqua,,,,
fontgroupsdataset\bsb10162839_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb11111023_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb10146162_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb10180103_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb11201513_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb11192023_14.jpg,rotunda,,,,,
fontgroupsdataset\bsb10201878_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10813713_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb10198223_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb11022316_17.jpg,rotunda,antiqua,,,,
fontgroupsdataset\bsb11303903_13.jpg,rotunda,antiqua,,,,
fontgroupsdataset\bsb10943123_18.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10198238_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb10476936_14.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10147874_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10148335_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10943239_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10943255_11.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb11087920_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb10149606_19.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10990995_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10196440_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb11057541_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10634269_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb11200128_14.jpg,rotunda,,,,,
fontgroupsdataset\bsb11198445_14.jpg,rotunda,,,,,
fontgroupsdataset\bsb10196440_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10483072_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10147906_11.jpg,rotunda,antiqua,,,,
fontgroupsdataset\bsb10149152_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb11201474_13.jpg,rotunda,,,,,
fontgroupsdataset\bsb10166651_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb11199856_12.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10165488_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10147864_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10144580_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10162709_13.jpg,rotunda,,,,,
fontgroupsdataset\bsb10145993_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb11218406_14.jpg,rotunda,,,,,
fontgroupsdataset\bsb11200619_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb11198446_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb10164485_18.jpg,rotunda,textura,,,,
fontgroupsdataset\bsb10148605_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb11022317_19.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10813442_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10145591_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb11228171_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb11022317_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb11069083_13.jpg,rotunda,,,,,
fontgroupsdataset\bsb11264133_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10635078_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10191218_13.jpg,rotunda,,,,,
fontgroupsdataset\bsb10175506_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb10812717_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb10146337_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb11200128_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb11228971_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10188906_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb11228971_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb10943273_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10165642_18.jpg,rotunda,textura,,,,
fontgroupsdataset\bsb10174730_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb10165719_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb11198372_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb10982902_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb11099723_14.jpg,rotunda,gotico_antiqua,,,,
fontgroupsdataset\bsb10933788_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10990995_14.jpg,rotunda,,,,,
fontgroupsdataset\bsb10149341_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10162709_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10174786_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb11303423_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb11191896_12.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10989488_13.jpg,rotunda,,,,,
fontgroupsdataset\bsb10206537_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb00072141_16.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10992594_16.jpg,rotunda,schwabacher,,,,
fontgroupsdataset\bsb10146923_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10140434_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10813131_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb00051731_14.jpg,rotunda,antiqua,,,,
fontgroupsdataset\bsb10619800_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb00053955_15.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00072112_17.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10182139_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb00084852_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10167287_11.jpg,rotunda,schwabacher,not_a_font,,,
fontgroupsdataset\bsb10165724_13.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00074104_13.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00071305_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb10151731_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10162337_11.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00071077_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb00045824_14.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00044163_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10148021_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb00067241_11.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10182139_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb00081730_14.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00026859_10.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10188832_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb00065238_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb00065578_16.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00045539_10.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00054007_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb10165892_15.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00070894_13.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00065979_10.jpg,rotunda,textura,,,,
fontgroupsdataset\bsb10149068_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb00045197_13.jpg,rotunda,not_a_font,,,,
fontgroupsdataset\bsb00049329_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb00073127_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb00041181_16.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10148607_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb00084083_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb00065979_14.jpg,rotunda,textura,,,,
fontgroupsdataset\bsb10188718_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb00071855_12.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00053316_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10199989_17.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10634273_16.jpg,rotunda,not_a_font,,,,
fontgroupsdataset\bsb00052187_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb00059951_13.jpg,rotunda,,,,,
fontgroupsdataset\bsb00073127_12.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10196558_13.jpg,rotunda,not_a_font,,,,
fontgroupsdataset\bsb00054611_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10166639_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb10191391_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10203455_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb10146524_10.jpg,rotunda,not_a_font,,,,
fontgroupsdataset\bsb00052008_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10314585_10.jpg,rotunda,not_a_font,,,,
fontgroupsdataset\bsb10181400_16.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00053230_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb00065209_13.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00039564_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb00064294_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb00052003_11.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00053605_13.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10523539_17.jpg,rotunda,textura,,,,
fontgroupsdataset\bsb00025317_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10181593_13.jpg,rotunda,,,,,
fontgroupsdataset\bsb00070934_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10143282_13.jpg,rotunda,not_a_font,,,,
fontgroupsdataset\bsb10181859_13.jpg,rotunda,textura,other_font,,,
fontgroupsdataset\bsb00031468_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb00054115_16.jpg,rotunda,,,,,
fontgroupsdataset\bsb00059961_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb00042521_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb00042521_14.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10159905_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10693386_14.jpg,rotunda,,,,,
fontgroupsdataset\bsb10179460_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb10311896_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10163737_13.jpg,rotunda,,,,,
fontgroupsdataset\bsb10813380_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb10181400_11.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10162852_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10165430_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb10364361_11.jpg,rotunda,antiqua,,,,
fontgroupsdataset\bsb00046146_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb10166318_19.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00041305_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb00043147_17.jpg,rotunda,,,,,
fontgroupsdataset\bsb10635086_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb10197798_15.jpg,rotunda,,,,,
fontgroupsdataset\bsb00043220_15.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10633690_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb00066103_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb00081786_12.jpg,rotunda,,,,,
fontgroupsdataset\bsb10164037_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb00052127_14.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10191051_17.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10168297_15.jpg,rotunda,antiqua,,,,
fontgroupsdataset\bsb00030777_19.jpg,rotunda,,,,,
fontgroupsdataset\bsb00026692_18.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00045370_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb10206537_14.jpg,rotunda,,,,,
fontgroupsdataset\bsb00066668_12.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10813431_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb00072572_18.jpg,rotunda,,,,,
fontgroupsdataset\bsb00051750_15.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb10152096_11.jpg,rotunda,,,,,
fontgroupsdataset\bsb00047657_10.jpg,rotunda,,,,,
fontgroupsdataset\bsb00073101_17.jpg,rotunda,other_font,,,,
fontgroupsdataset\bsb00045193_11.jpg,rotunda,other_font,,,,
